,Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales
197,X360,92.0,8.7,2009,Action,Eidos Interactive  ,Rocksteady Studios  ,9.1,,2.24,0.95,0.02,0.33,3.54,7.08
198,XB,92.0,8.3,2003,Sports,EA Sports BIG   ,EA Canada  ,,,0.29,0.08,0.0,0.01,0.39,0.77
199,XB,92.0,8.8,2003,Fighting,Namco  ,Namco  ,,,0.78,0.18,0.03,0.0,1.0,1.99
200,PS,92.0,8.8,1999,Sports,Activision  ,Neversoft Entertainment  ,9.6,,3.42,1.38,0.02,0.2,5.02,10.04
201,PC,92.0,9.0,1998,Shooter,Eidos Interactive  ,Looking Glass Studios  ,9.3,,0.0,0.01,0.0,0.0,0.01,0.02
202,3DS,92.0,9.0,2013,Role-Playing,Nintendo  ,Intelligent Systems  ,9.0,,0.9,0.5,0.56,0.14,2.1,4.2
203,PC,92.0,9.1,1999,Strategy,Microsoft  ,Ensemble Studios  ,9.3,,0.01,0.08,0.0,0.01,0.09,0.19
204,PS2,92.0,8.9,2001,Role-Playing,Square  ,SquareSoft  ,9.0,10.0,2.91,2.07,2.73,0.33,8.05,16.090000000000003
205,X360,92.0,8.6,2012,Adventure,Telltale Games  ,Telltale Games  ,,,0.55,0.13,0.0,0.07,0.76,1.51
206,PC,92.0,8.8,1999,Strategy,Electronic Arts  ,Firaxis Games  ,9.4,,0.0,0.0,0.0,0.0,0.0,0.0
207,N64,92.0,8.3,1996,Racing,Nintendo  ,Nintendo EAD  ,9.2,,1.98,0.58,0.34,0.04,2.94,5.88
208,PC,92.0,8.2,2008,Strategy,Stardock  ,Stardock  ,9.4,,0.0,0.0,0.0,0.0,0.0,0.0
209,WiiU,92.0,8.9,2014,Fighting,Nintendo  ,Bandai Namco Games  ,9.2,,2.68,1.15,0.85,0.39,5.07,10.14
210,PS2,92.0,8.5,2006,Misc,RedOctane  ,Harmonix Music Systems  ,9.2,,3.81,0.63,0.0,0.68,5.12,10.24
211,PS,92.0,9.1,1997,Role-Playing,Sony Computer Entertainment  ,SquareSoft  ,9.6,9.5,3.01,2.47,3.28,0.96,9.72,19.439999999999998
212,PS3,92.0,8.1,2007,Misc,MTV Games  ,Harmonix Music Systems  ,9.1,,0.99,0.41,0.0,0.22,1.62,3.24
213,DS,92.0,9.1,2008,Role-Playing,Square Enix  ,Square Enix  ,9.2,,0.61,0.17,0.49,0.08,1.34,2.6900000000000004
214,NS,92.0,8.5,2018,Action,Nintendo  ,PlatinumGames  ,9.5,,0.26,0.2,0.07,0.04,0.57,1.1400000000000001
215,Wii,92.0,9.1,2012,Role-Playing,Nintendo  ,Monolith Soft  ,9.3,,0.43,0.25,0.16,0.07,0.92,1.83
216,N64,92.0,8.9,2001,Platform,Rare  ,Rare Ltd.  ,9.2,,0.53,0.22,0.0,0.02,0.77,1.54
217,PS,92.0,8.7,1999,Shooter,Electronic Arts  ,DreamWorks Interactive  ,9.3,,1.44,1.09,0.0,0.14,2.67,5.34
218,X360,92.0,8.2,2008,Misc,MTV Games  ,Harmonix Music Systems  ,9.2,,1.78,0.24,0.0,0.18,2.2,4.4
219,NS,92.0,8.6,2017,Racing,Nintendo  ,Nintendo EPD  ,9.3,,5.05,4.98,2.11,0.91,13.05,26.1
220,PS3,92.0,8.7,2011,Adventure,Sony Computer Entertainment  ,Bluepoint Games  ,9.0,,0.67,0.36,0.13,0.18,1.34,2.68
221,Wii,92.0,8.6,2011,Platform,Ubisoft  ,Ubisoft  ,9.5,,0.21,0.28,0.0,0.06,0.55,1.1
222,GBA,92.0,9.1,2002,Adventure,Nintendo  ,Nintendo R&D1  ,9.0,,1.18,0.27,0.17,0.06,1.68,3.36
223,GBA,92.0,8.7,2007,Role-Playing,Nintendo  ,Square Enix  ,9.1,,0.0,0.0,0.28,0.01,0.28,0.5700000000000001
224,WiiU,92.0,8.8,2013,Platform,Ubisoft  ,Ubisoft Montpellier  ,9.5,,0.25,0.35,0.03,0.05,0.68,1.36
225,PC,92.0,5.0,2002,Sports,EA Sports  ,Headgate Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
226,XB,91.0,7.2,2004,Sports,EA Sports  ,EA Tiburon  ,,,1.61,0.03,0.0,0.08,1.72,3.4400000000000004
227,X360,91.0,7.7,2010,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.2,,0.53,0.21,0.07,0.07,0.88,1.7600000000000002
228,PS3,91.0,8.0,2008,Misc,MTV Games  ,Harmonix Music Systems  ,8.9,,1.13,0.2,0.0,0.16,1.5,2.9899999999999998
229,X360,91.0,7.9,2015,Role-Playing,Namco Bandai Games  ,From Software  ,,,0.49,0.19,0.01,0.07,0.75,1.51
230,PC,91.0,8.5,2013,Action,Bethesda Softworks  ,Arkane Studios  ,,,0.27,0.19,0.0,0.05,0.51,1.02
231,PS2,91.0,8.5,2003,Sports,Sega  ,Visual Concepts  ,,,0.27,0.21,0.0,0.07,0.56,1.11
232,PC,91.0,8.5,2002,Shooter,Electronic Arts  ,"2015, Inc.  ",9.3,,0.0,0.0,0.0,0.0,0.0,0.0
233,PC,91.0,8.5,1997,Strategy,Bungie Software  ,Bungie Software  ,,,0.0,0.0,0.0,0.0,0.0,0.0
234,PS3,91.0,8.6,2011,Platform,Sony Computer Entertainment  ,Media Molecule  ,9.1,,1.83,1.07,0.06,0.47,3.43,6.860000000000001
235,NS,91.0,8.6,2018,Adventure,Playdead  ,Playdead  ,,,0.0,0.0,0.0,0.0,0.0,0.0
236,PC,91.0,7.2,1996,Simulation,Microsoft  ,Microsoft  ,7.0,,3.22,1.69,0.0,0.2,5.12,10.23
237,XOne,91.0,5.5,2020,Platform,Starbreeze Studios  ,Double Fine Productions  ,,,0.0,0.0,0.0,0.0,0.0,0.0
238,PS2,91.0,8.6,2005,Misc,RedOctane  ,Harmonix Music Systems  ,8.0,,1.67,0.61,0.03,0.07,2.38,4.76
239,PC,91.0,7.9,2008,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,9.3,9.3,0.01,0.13,0.0,1.18,1.32,2.6399999999999997
240,Wii,91.0,6.9,2010,Misc,MTV Games  ,Harmonix Music Systems  ,9.2,,0.53,0.06,0.0,0.05,0.64,1.2800000000000002
241,PC,91.0,6.5,2016,Shooter,Blizzard Entertainment  ,Blizzard Entertainment  ,9.5,,0.37,0.48,0.0,0.07,0.92,1.8399999999999999
242,PC,91.0,7.6,2003,Racing,EA Sports  ,Image Space Inc.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
243,PS2,91.0,7.5,2000,Sports,EA Sports  ,EA Sports  ,,,1.19,0.07,0.05,0.2,1.5,3.01
244,PC,91.0,8.9,1998,Role-Playing,Interplay  ,BioWare  ,9.2,,0.0,0.0,0.0,0.0,0.0,0.0
245,WiiU,91.0,8.9,2014,Action,Nintendo  ,PlatinumGames  ,9.3,,0.37,0.32,0.1,0.06,0.86,1.71
246,XOne,91.0,9.2,2015,Role-Playing,Warner Bros. Interactive Entertainment  ,CD Projekt Red Studio  ,,,0.97,0.61,0.01,0.15,1.74,3.48
247,PS3,91.0,8.1,2010,Misc,MTV Games  ,Harmonix Music Systems  ,9.2,,0.43,0.09,0.0,0.06,0.57,1.15
248,PS2,91.0,8.6,2001,Platform,Namco  ,Namco  ,9.4,,0.12,0.1,0.08,0.03,0.33,0.6599999999999999
249,PC,91.0,8.7,2001,Simulation,Ubisoft  ,1C Maddox Games  ,,,0.0,0.01,0.0,0.0,0.01,0.02
250,N64,91.0,8.8,2000,Sports,Nintendo  ,Camelot Software Planning  ,8.8,,0.78,0.4,1.06,0.07,2.32,4.63
251,PC,91.0,8.7,1999,Simulation,Interplay  ,Volition Inc.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
252,PS,91.0,8.3,1997,Simulation,Psygnosis  ,Psygnosis  ,8.8,,0.24,0.16,0.0,0.03,0.42,0.8500000000000001
253,PC,91.0,7.8,2015,Action,Konami Digital Entertainment  ,Kojima Productions  ,,,0.0,0.08,0.0,0.0,0.09,0.16999999999999998
254,PS2,91.0,9.1,2004,Platform,Sony Computer Entertainment  ,Insomniac Games  ,9.1,,1.31,0.74,0.31,0.22,2.57,5.15
255,PS3,91.0,7.6,2009,Sports,EA Sports  ,EA Canada  ,9.0,,0.6,2.46,0.05,0.52,3.63,7.26
256,PS3,91.0,8.7,2009,Action,Ubisoft  ,Ubisoft Montreal  ,9.0,,2.54,1.95,0.21,0.86,5.57,11.13
257,PS2,91.0,9.2,2004,Action,Konami  ,KCEJ / Kojima Productions  ,9.0,,1.46,0.0,0.83,1.93,4.23,8.45
258,PS2,91.0,8.4,2001,Racing,Sony Computer Entertainment  ,Incognito Inc.  ,8.9,,1.19,0.17,0.0,0.05,1.41,2.82
259,PS,91.0,8.9,2000,Platform,Sony Computer Entertainment  ,Insomniac Games  ,9.1,,1.93,1.58,0.0,0.19,3.71,7.41
260,PS,91.0,8.4,1996,Action,Eidos Interactive  ,Core Design Ltd.  ,8.9,,2.29,1.97,0.13,0.24,4.63,9.26
261,XOne,91.0,5.9,2016,Shooter,Blizzard Entertainment  ,Blizzard Entertainment  ,8.7,,1.63,0.84,0.0,0.25,2.72,5.4399999999999995
262,PC,91.0,9.1,2016,Strategy, Wube Software LTD.  , Wube Software LTD.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
263,XOne,91.0,8.7,2019,Role-Playing,Activision  ,From Software  ,,,0.0,0.0,0.0,0.0,0.0,0.0
264,PS2,91.0,9.1,2005,Adventure,Sony Computer Entertainment  ,Team ICO  ,9.1,9.4,0.78,0.03,0.2,0.13,1.14,2.2800000000000002
265,XOne,91.0,8.0,2016,Racing,Microsoft Studios  ,Playground Games  ,9.0,,1.64,1.96,0.02,0.32,3.93,7.869999999999999
266,PS3,91.0,8.2,2012,Shooter,2K Games  ,Gearbox Software  ,,,1.06,0.75,0.1,0.36,2.27,4.54
267,PC,91.0,8.5,2003,Shooter,Ubisoft  ,Ubisoft  ,,,0.0,0.0,0.0,0.0,0.01,0.01
268,XOne,91.0,8.1,2018,Action,Merge Games  ,Motion Twin  ,,,0.0,0.0,0.0,0.0,0.0,0.0
269,PS2,91.0,8.4,2002,Sports,EA Sports  ,EA Tiburon  ,,,1.16,0.08,0.0,0.19,1.44,2.87
270,PC,91.0,8.1,2007,Shooter,Electronic Arts  ,Crytek  ,9.2,8.5,0.0,0.69,0.0,0.02,0.71,1.42
271,XB,91.0,8.8,2004,Action,Tecmo  ,Team Ninja  ,9.4,,0.92,0.2,0.07,0.04,1.23,2.46
272,PSP,91.0,8.6,2008,Action,Sony Computer Entertainment  ,Ready at Dawn  ,8.9,9.5,1.48,1.0,0.04,0.66,3.19,6.37
273,PS4,91.0,8.4,2019,MMO,Square Enix  ,Square Enix  ,,,0.0,0.0,0.0,0.0,0.0,0.0
274,PC,91.0,6.7,2007,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,9.2,,2.57,1.52,0.0,0.0,4.09,8.18
275,PS3,91.0,8.2,2010,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.6,,0.67,0.0,0.0,0.06,0.73,1.46
276,PS4,91.0,7.8,2018,Action-Adventure,Sony Interactive Entertainment  ,Bluepoint Games  ,9.3,,0.44,0.52,0.05,0.19,1.2,2.4
277,GBA,91.0,8.9,2002,Platform,Nintendo  ,Nintendo EAD  ,,,1.75,0.45,0.62,0.09,2.91,5.82
278,PC,91.0,3.8,2004,Sports,EA Sports  ,Headgate Studios  ,,,0.0,0.01,0.0,0.0,0.01,0.02
279,XB,91.0,7.8,2003,Sports,Sega  ,Visual Concepts  ,,,0.27,0.08,0.0,0.01,0.36,0.72
280,PC,91.0,8.7,2000,Adventure,Funcom   ,Funcom  ,8.7,,0.0,0.01,0.0,0.0,0.02,0.03
281,PC,91.0,8.5,2000,Sports,Activision  ,Neversoft Entertainment  ,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
282,PC,91.0,8.6,1997,Shooter,LucasArts  ,LucasArts  ,,,0.0,0.0,0.0,0.0,0.0,0.0
283,PC,91.0,8.6,2009,Action,Eidos Interactive  ,Rocksteady Studios  ,9.3,,0.0,0.28,0.0,0.04,0.32,0.64
284,X360,91.0,8.4,2010,Shooter,Microsoft Game Studios  ,Bungie  ,9.3,,7.08,2.01,0.08,0.8,9.97,19.94
285,PC,91.0,7.8,2007,Strategy,Stardock  ,Stardock  ,,,0.0,0.0,0.0,0.0,0.0,0.0
286,X360,91.0,8.7,2007,Role-Playing,Microsoft Game Studios  ,BioWare Edmonton  ,9.2,9.1,1.83,0.79,0.03,0.27,2.91,5.83
287,PC,91.0,8.7,2000,Shooter,Fox Interactive  ,Monolith Productions  ,8.9,,0.0,0.0,0.0,0.0,0.0,0.0
288,PS,91.0,8.5,1999,Action,Capcom  ,Capcom  ,9.4,,1.3,0.77,1.54,0.11,3.72,7.44
289,PC,91.0,8.4,2020,Strategy,Paradox Interactive   ,Paradox Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
290,X360,91.0,8.3,2011,Racing,Microsoft Studios  ,Turn 10 Studio  ,9.1,,2.08,1.98,0.06,0.49,4.6,9.21
291,PS,91.0,9.1,1996,Action,Capcom  ,Capcom  ,8.6,,2.05,1.16,1.11,0.73,5.05,10.100000000000001
292,PC,91.0,8.4,2005,Shooter,Electronic Arts  ,Digital Illusions CE  ,9.0,,0.0,0.07,0.0,0.01,0.08,0.16
293,PS3,91.0,8.8,2009,Action,Sony Computer Entertainment  ,Bluepoint Games  ,9.2,,1.7,0.45,0.06,0.4,2.6,5.21
294,PS4,91.0,7.5,2018,Platform,Matt Makes Games Inc.  ,Matt Thorson  ,,,0.0,0.0,0.0,0.0,0.0,0.0
295,PS2,91.0,8.0,2004,Sports,EA Sports  ,EA Tiburon  ,9.5,,4.18,0.26,0.01,0.08,4.53,9.059999999999999
296,PC,91.0,7.8,2009,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.1,,0.07,0.05,0.0,0.02,0.13,0.27
297,PC,91.0,7.8,2008,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,9.0,,0.02,0.88,0.0,0.07,0.98,1.95
298,PC,91.0,8.7,2011,Action,Warner Bros. Interactive  ,Rocksteady Studios  ,9.0,,0.16,0.28,0.0,0.08,0.52,1.04
299,PC,91.0,6.7,2013,Platform,Trapdoor  ,Polytron Corporation  ,,,0.0,0.0,0.0,0.0,0.0,0.0
300,PC,91.0,9.2,1999,Role-Playing,Interplay  ,Black Isle Studios  ,8.8,,0.01,0.02,0.0,0.0,0.03,0.06
301,X360,91.0,8.1,2011,Shooter,Microsoft Studios  ,Epic Games  ,9.1,,4.05,1.59,0.07,0.5,6.22,12.43
302,PS3,91.0,8.1,2009,Shooter,Sony Computer Entertainment  ,Guerrilla Games  ,9.1,9.3,1.4,1.07,0.08,0.46,3.02,6.029999999999999
303,PC,91.0,8.2,2002,Role-Playing,Atari  ,BioWare Corp.  ,8.7,,0.0,0.03,0.0,0.0,0.03,0.06
304,PS3,91.0,8.8,2009,Action,Eidos Interactive  ,Rocksteady Studios  ,9.0,,2.26,1.33,0.07,0.63,4.28,8.57
305,GBA,91.0,8.9,2003,Platform,Konami  ,KCET  ,8.8,,0.2,0.07,0.0,0.0,0.28,0.55
306,PC,91.0,8.6,2002,Shooter,Sierra Entertainment  ,Monolith Productions  ,8.8,,0.0,0.0,0.0,0.0,0.0,0.0
307,PS,91.0,9.0,1999,Adventure,Eidos Interactive  ,Crystal Dynamics  ,8.9,,0.58,0.4,0.0,0.07,1.04,2.09
308,PC,91.0,8.8,2009,Role-Playing,Electronic Arts  ,BioWare Corp.  ,9.1,,0.0,0.46,0.0,0.04,0.5,1.0
309,GBA,91.0,9.0,2001,Role-Playing,Nintendo  ,Camelot Software Planning  ,9.1,,0.93,0.38,0.4,0.06,1.76,3.5300000000000002
310,PS3,91.0,8.7,2013,Platform,Ubisoft  ,Ubisoft Montpellier  ,,,0.14,0.38,0.0,0.09,0.61,1.22
311,XOne,91.0,7.2,2020,Racing,Codemasters  ,Codemasters Birmingham  ,,,0.0,0.0,0.0,0.0,0.0,0.0
312,PC,91.0,8.0,2012,Action,Microsoft Studios  ,Klei Entertainment  ,9.3,,0.0,0.0,0.0,0.0,0.0,0.0
313,PC,91.0,8.4,2019,Role-Playing,Humble Bundle  ,ZA/UM  ,,,0.0,0.0,0.0,0.0,0.0,0.0
314,PS2,91.0,8.3,2005,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,9.3,,0.16,1.89,1.12,0.68,3.85,7.7
315,NS,91.0,8.3,2017,Action,Image & Form International AB  ,Image & Form Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
316,3DS,91.0,9.0,2013,Adventure,Nintendo  ,Nintendo EAD  ,9.3,,1.53,1.31,0.47,0.26,3.57,7.139999999999999
317,PC,91.0,7.2,2014,Role-Playing,Namco Bandai Games  ,From Software  ,,,0.09,0.08,0.0,0.02,0.19,0.38
318,GBA,91.0,8.3,2001,Platform,Konami  ,KCEK  ,8.9,,0.6,0.22,0.05,0.02,0.89,1.78
319,PS4,91.0,8.9,2019,Action-Adventure,Capcom  ,Capcom  ,,,0.0,0.0,0.0,0.0,0.0,0.0
320,PC,91.0,6.7,2020,Action-Adventure,BlitWorks  ,"Mossmouth, LLC  ",,,0.0,0.0,0.0,0.0,0.0,0.0
321,X360,91.0,8.6,2012,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,1.38,1.33,0.02,0.25,2.98,5.96
322,PS3,91.0,8.1,2015,Role-Playing,Namco Bandai Games  ,From Software  ,,,0.38,0.35,0.41,0.15,1.29,2.58
323,PS4,91.0,7.3,2013,Adventure,Sony Computer Entertainment  ,thatgamecompany  ,8.8,,0.0,0.0,0.0,0.0,0.0,0.0
324,DS,91.0,8.7,2005,Racing,Nintendo  ,Nintendo EAD  ,9.1,9.4,9.71,7.51,4.13,1.91,23.26,46.519999999999996
325,PC,91.0,8.4,2003,Shooter,Activision  ,Infinity Ward  ,7.0,,0.0,0.01,0.0,0.0,0.01,0.02
326,PC,91.0,7.1,2003,Sports,EA Sports  ,EA Tiburon  ,,,0.0,0.0,0.0,0.0,0.0,0.0
327,N64,91.0,8.0,1999,Sports,Nintendo  ,Camelot Software Planning  ,9.0,,0.62,0.18,0.65,0.02,1.47,2.9400000000000004
328,PS,91.0,9.0,1998,Platform,Sony Computer Entertainment  ,Naughty Dog  ,9.3,,3.68,1.75,1.42,0.28,7.13,14.26
329,X360,90.0,8.8,2009,Action,Ubisoft  ,Ubisoft Montreal  ,9.1,,3.14,1.55,0.08,0.52,5.3,10.59
330,PS3,90.0,6.8,2011,Sports,2K Sports  ,Visual Concepts  ,9.0,,1.62,0.27,0.05,0.18,2.13,4.25
331,NS,90.0,5.5,2020,Simulation,Nintendo  ,Nintendo  ,,,0.0,0.0,0.0,0.0,0.0,0.0
332,PC,90.0,8.7,2004,Simulation,Electronic Arts  ,Maxis  ,8.9,,0.02,0.24,0.0,0.03,0.29,0.5800000000000001
333,PC,90.0,9.1,2019,MMO,Square Enix  ,Square Enix  ,,,0.0,0.0,0.0,0.0,0.0,0.0
334,PC,90.0,5.8,2010,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,9.0,,1.77,0.32,0.0,0.0,2.09,4.18
335,XB,90.0,8.4,2005,Shooter,Electronic Arts  ,Valve Software  ,8.9,,0.37,0.21,0.0,0.03,0.61,1.22
336,XB,90.0,7.3,2002,Sports,EA Sports  ,EA Tiburon  ,,,0.39,0.11,0.0,0.02,0.52,1.04
337,N64,90.0,8.8,1999,Platform,Ubisoft  ,Ubisoft  ,9.0,,0.4,0.22,0.0,0.02,0.64,1.28
338,X360,90.0,8.1,2010,Action,Sega  ,PlatinumGames  ,8.9,9.5,0.51,0.25,0.09,0.08,0.93,1.8599999999999999
339,PS4,90.0,7.9,2014,Role-Playing,Blizzard Entertainment  ,Blizzard Entertainment  ,,,0.83,1.48,0.08,0.44,2.82,5.65
340,PS4,90.0,6.4,2016,Shooter,Blizzard Entertainment  ,Blizzard Entertainment  ,8.8,,1.84,1.8,0.17,0.73,4.54,9.08
341,PS3,90.0,8.6,2012,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,0.88,1.79,0.1,0.5,3.27,6.54
342,PS2,90.0,8.8,2001,Adventure,Sony Computer Entertainment  ,Team ICO  ,8.8,,0.23,0.18,0.0,0.06,0.47,0.94
343,X360,90.0,7.9,2006,Shooter,Ubisoft  ,Ubisoft Paris  ,9.1,,1.4,0.02,0.02,0.1,1.54,3.08
344,PS3,90.0,7.2,2011,Sports,EA Sports  ,EA Canada  ,9.2,,0.84,4.33,0.11,1.37,6.65,13.3
345,PC,90.0,8.4,2008,Puzzle,Take-Two Interactive  ,2D Boy  ,9.0,,0.0,0.03,0.0,0.01,0.03,0.07
346,GBA,90.0,8.9,2003,Role-Playing,Nintendo  ,AlphaDream Corporation  ,8.8,,1.48,0.17,0.47,0.06,2.17,4.35
347,PS4,90.0,7.7,2015,Platform,Yacht Club Games  ,Yacht Club Games  ,,,0.08,0.04,0.0,0.02,0.14,0.28
348,PS2,90.0,8.7,2003,Sports,Activision  ,Neversoft Entertainment  ,8.7,,2.29,1.17,0.01,0.42,3.9,7.789999999999999
349,DC,90.0,8.8,2000,Fighting,Capcom  ,Capcom  ,9.0,,0.0,0.0,0.14,0.0,0.14,0.28
350,PS,90.0,8.4,1999,Platform,Sony Computer Entertainment  ,SCE Japan Studio  ,9.3,,0.71,0.48,0.32,0.11,1.63,3.25
351,PS,90.0,8.7,1999,Shooter,989 Studios  ,Eidetic  ,9.2,,2.03,0.72,0.02,0.11,2.88,5.76
352,DS,90.0,8.8,2009,Role-Playing,Nintendo  ,AlphaDream Corporation  ,9.1,,2.23,0.47,0.81,0.27,3.77,7.550000000000001
353,X360,90.0,6.8,2011,Sports,EA Sports  ,EA Canada  ,9.2,,0.85,2.79,0.02,0.52,4.18,8.36
354,PC,90.0,7.4,2008,Platform,"Mossmouth, LLC  ","Mossmouth, LLC  ",,,0.0,0.0,0.0,0.0,0.0,0.0
355,X360,90.0,7.4,2009,Sports,EA Sports  ,EA Canada  ,8.9,,0.6,1.79,0.01,0.23,2.62,5.25
356,PS2,90.0,8.9,2003,Platform,Sony Computer Entertainment  ,Insomniac Games  ,8.7,,1.44,0.83,0.26,0.25,2.78,5.5600000000000005
357,PS2,90.0,8.7,2003,Sports,EA Sports BIG   ,EA Canada  ,,,1.69,0.2,0.0,0.06,1.95,3.9
358,DC,90.0,7.9,2001,Sports,Sega  ,Hitmaker  ,8.7,,0.0,0.0,0.0,0.0,0.0,0.0
359,PC,90.0,7.7,2001,Strategy,Electronic Arts  ,Lionhead Studios  ,9.3,,0.0,0.04,0.0,0.0,0.04,0.08
360,PS3,90.0,7.9,2008,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,8.8,,2.18,1.15,0.07,0.61,4.0,8.01
361,NS,90.0,8.6,2019,Platform,Xbox Game Studios  ,Moon Studios  ,,8.3,0.0,0.0,0.0,0.0,0.0,0.0
362,PS2,90.0,8.5,2004,Sports,Sega  ,Visual Concepts  ,,,2.15,0.12,0.0,0.36,2.62,5.25
363,PC,90.0,9.2,2008,Shooter,Valve Corporation  ,Valve Software  ,9.0,,0.0,0.0,0.0,0.0,0.01,0.01
364,PC,90.0,6.6,2019,Puzzle,Enhance  , Monstars Inc.   ,,,0.0,0.0,0.0,0.0,0.0,0.0
365,DS,90.0,8.0,2007,Adventure,Nintendo  ,Nintendo EAD  ,9.1,,1.85,1.8,0.95,0.48,5.09,10.17
366,PS2,90.0,8.5,2004,Sports,Electronic Arts  ,EA Sports  ,,,1.1,0.06,0.0,0.18,1.34,2.68
367,GBA,90.0,7.0,2002,Sports,Activision  ,Vicarious Visions  ,,,0.37,0.14,0.0,0.01,0.52,1.04
368,PC,90.0,6.5,2000,Sports,EA Sports  ,EA Canada  ,,,0.0,0.0,0.0,0.0,0.0,0.0
369,DS,90.0,8.8,2005,Strategy,Nintendo  ,Intelligent Systems  ,9.0,,0.3,0.03,0.04,0.03,0.39,0.7899999999999999
370,PS4,90.0,8.4,2014,Platform,Ubisoft  ,Ubisoft Montpellier  ,,,0.22,1.05,0.0,0.23,1.5,3.0
371,PS3,90.0,8.0,2011,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.9,,0.55,0.0,0.0,0.05,0.59,1.19
372,PS2,90.0,8.8,2001,Platform,Sony Computer Entertainment  ,Naughty Dog  ,9.0,8.9,2.08,1.09,0.15,0.33,3.64,7.29
374,XOne,90.0,7.1,2018,Action,Capcom  ,Capcom  ,9.4,,0.67,0.17,0.0,0.09,0.93,1.86
375,PSV,90.0,7.2,2014,Action,Futurlab 1  ,FuturLab  ,,,0.0,0.0,0.0,0.0,0.0,0.0
376,PS2,90.0,8.9,2005,Racing,Electronic Arts  ,Criterion Games  ,9.0,,0.75,0.03,0.0,0.12,0.9,1.8
377,PC,90.0,8.4,2002,Sports,Activision  ,Gearbox Software  ,,,0.0,0.0,0.0,0.0,0.0,0.0
378,PS2,90.0,8.4,2001,Sports,EA Sports  ,EA Tiburon  ,,,0.77,0.6,0.0,0.2,1.57,3.14
379,DC,90.0,8.9,2001,Shooter,Infogrames  ,Secret Level  ,9.3,,0.0,0.0,0.0,0.0,0.0,0.0
380,PC,90.0,9.2,2000,Shooter,Eidos Interactive  ,Ion Storm  ,9.2,,0.0,0.01,0.0,0.0,0.01,0.02
381,N64,90.0,8.6,1999,Platform,Nintendo  ,Rare Ltd.  ,9.3,,3.33,0.79,1.09,0.06,5.27,10.54
382,XB,90.0,8.4,2003,Shooter,Sega  ,Smilebit  ,8.8,,0.16,0.05,0.04,0.01,0.26,0.52
383,PC,90.0,9.2,2007,Shooter,Valve Software  ,Valve Corporation  ,9.1,,0.0,0.0,0.0,0.0,0.0,0.0
384,PS4,90.0,6.4,2014,Misc,Polytron  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
385,PC,90.0,8.6,2009,Platform,Number None  ,Number None Inc.  ,8.8,,0.0,0.03,0.0,0.0,0.03,0.06
386,PS2,90.0,7.7,2008,Role-Playing,Atlus  ,Atlus  ,9.2,,0.34,0.04,0.36,0.08,0.82,1.64
387,NS,90.0,9.0,2018,Action-Adventure,Team Cherry  ,Team Cherry  ,,10.0,0.0,0.0,0.0,0.0,0.0,0.0
388,PS3,90.0,8.1,2009,Sports,Sony Computer Entertainment  ,SCE San Diego Studio  ,8.9,,0.66,0.0,0.0,0.06,0.72,1.44
389,N64,90.0,8.3,1997,Action,Nintendo  ,Rare Ltd.  ,9.1,,0.39,0.09,0.17,0.06,0.71,1.42
390,3DS,90.0,8.3,2015,Platform,Yacht Club Games  ,Yacht Club Games  ,,,0.06,0.04,0.02,0.01,0.14,0.27
391,XOne,90.0,8.8,2020,Action-Adventure,Xbox Game Studios  ,Moon Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
392,XB,90.0,7.8,2004,Sports,EA Sports  ,EA Sports  ,,,0.44,0.13,0.0,0.02,0.59,1.1800000000000002
393,XB,90.0,8.4,2002,Sports,Activision  ,Neversoft Entertainment  ,,,0.59,0.3,0.0,0.04,0.93,1.8599999999999999
394,PC,90.0,8.4,2001,Strategy,Infogrames  ,Firaxis Games  ,8.6,,0.0,0.0,0.0,0.0,0.0,0.0
395,DC,90.0,7.1,2001,Sports,Sega  ,Visual Concepts  ,9.3,,0.0,0.0,0.0,0.0,0.0,0.0
396,PS,90.0,8.4,2000,Fighting,THQ  ,Yuke's  ,8.7,,1.76,1.21,0.07,0.16,3.2,6.4
